ZoneName,OrgName,OrgType,Sex,Age,MarStatus,EduLevele,Fieldcat,Expiriance,Possition,AvilStatistician,ResearchPractice,statisticalprocedures,DataHandling,WayDatAnalysis,AsField,InstStatician,Attention,SuportResearch,Encourage,workposition,understood,DegreeLevel,NeededPlan,Access,Apply,TrianingNeed,Agecat,Expcat,Awareness
Wolayta Zone,Females and Chiled,Government,Female,42,Married,MSc Degree,Business and economics,5,profetional worker,Yes,Never,Yes,prepared by profetionals,using comittes,No,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Wolayta Zone,Health,Government,Male,35,Married,MSc Degree,Health science,1,profetional worker,No,Usually,Yes,prepared by profetionals,other,Yes,Yes,Disagree,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Wolayta Zone,employee,Government,Female,30,Married,MSc Degree,Business and economics,1,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,No,Yes,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Wolayta Zone,Health,Government,Male,31,Married,MSc Degree,Health science,1,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Hadia Zone,Public service,Government,Male,32,Single,MSc Degree,Business and economics,6,profetional worker,Yes,Always,Yes,prepared by profetionals,using comittes,Yes,Yes,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Hadia Zone,Public service,Government,Female,34,Single,BSc Degree,Business and economics,10,profetional worker,Yes,Never,No,prepared by profetionals,other,Yes,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Hadia Zone,Public service,Government,Female,45,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,No
Hadia Zone,Public service,Government,Female,36,Married,BSc Degree,Business and economics,3,Possion holder,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Public service,Government,Male,47,Married,BSc Degree,Business and economics,3,profetional worker,No,Usually,Yes,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Hadia Zone,Public service,Government,Male,59,Married,BSc Degree,Social and humanity,13,profetional worker,Yes,Never,Yes,other,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,More than or equal to 41,15-Nov,Yes
Hadia Zone,Public service,Government,Male,45,Married,MSc Degree,Social and humanity,1,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,Yes,No,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Hadia Zone,Public service,Government,Male,42,Married,MSc Degree,Business and economics,12,profetional worker,Yes,Never,No,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,No,More than or equal to 41,15-Nov,No
Hadia Zone,Public service,Government,Female,40,Married,MSc Degree,Behavioral science,13,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,using comittes,Yes,No,Agree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,31-40,15-Nov,No
Hadia Zone,Public service,Government,Female,39,Married,BSc Degree,Business and economics,5,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Health,Government,Female,32,Married,MSc Degree,Business and economics,1,profetional worker,No,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,No,Disagree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Health,Government,Male,38,Married,MSc Degree,Business and economics,10,profetional worker,No,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Hadia Zone,Health,Government,Male,36,Single,MSc Degree,Health science,5,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,No,No,Yes,Yes,No,Yes,No,31-40,less than or equal to 5,Yes
Hadia Zone,Health,Government,Female,29,Single,BSc Degree,Health science,3,profetional worker,No,Usually,No,Besed on the understanding of the worker,using comittes,No,No,some level agree,No,Yes,No,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Hadia Zone,Health,Government,Female,28,Married,MSc Degree,Social and humanity,10,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,No,Disagree,No,No,No,No,No,Yes,Yes,Yes,Yes,20-30,10-Jun,Yes
Hadia Zone,Health,Government,Female,48,Married,BSc Degree,Social and humanity,13,Possion holder,No,Never,Yes,prepared by profetionals,using comittes,No,No,some level agree,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,More than or equal to 41,15-Nov,No
Hadia Zone,Health,Government,Male,36,Married,BSc Degree,Health science,4,profetional worker,No,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Disagree,No,No,No,No,No,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Hadia Zone,Health,Government,Male,32,Married,MSc Degree,Health science,13,profetional worker,No,Usually,No,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,No,No,No,Yes,Yes,Yes,Yes,31-40,15-Nov,Yes
Hadia Zone,Health,Government,Male,32,Married,MSc Degree,Health science,10,profetional worker,No,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Hadia Zone,Health,Government,Female,39,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Always,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Hadia Zone,Health,Government,Male,29,Married,MSc Degree,Health science,12,profetional worker,No,Usually,No,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,15-Nov,No
Hadia Zone,Health,Government,Male,28,Married,BSc Degree,Health science,2,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,Yes
Hadia Zone,Health,Government,Male,35,Married,BSc Degree,Health science,5,profetional worker,No,Usually,No,other,in scientific way with profetionals,Yes,No,Agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Hadia Zone,Health,Government,Male,40,Married,BSc Degree,Business and economics,10,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,No,No,No,Yes,Yes,No,Yes,Yes,31-40,10-Jun,No
Hadia Zone,Health,Government,Male,35,Married,BSc Degree,Business and economics,7,profetional worker,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Hadia Zone,Health,Government,Male,32,Married,MSc Degree,Health science,3,profetional worker,No,Never,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Health,Government,Male,38,Married,MSc Degree,Business and economics,10,profetional worker,No,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,Yes
Hadia Zone,Health,Government,Female,29,Single,BSc Degree,Health science,3,profetional worker,No,Usually,No,Besed on the understanding of the worker,using comittes,No,No,some level agree,No,Yes,No,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Hadia Zone,Health,Government,Female,48,Married,BSc Degree,Social and humanity,13,Possion holder,No,Never,Yes,prepared by profetionals,using comittes,No,No,some level agree,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,More than or equal to 41,15-Nov,No
Hadia Zone,Health,Government,Male,32,Married,MSc Degree,Health science,13,profetional worker,No,Usually,No,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,No,Yes,No,No,No,Yes,Yes,Yes,Yes,31-40,15-Nov,Yes
Hadia Zone,Health,Government,Male,28,Married,BSc Degree,Health science,2,profetional worker,No,Never,No,when  asked by the hiegher body,on the interest of hiegher body,Yes,No,Disagree,No,No,No,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,Yes
Hadia Zone,Health,Government,Male,40,Married,BSc Degree,Business and economics,10,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,No,No,No,Yes,Yes,No,Yes,Yes,31-40,10-Jun,No
Hadia Zone,Animal,Government,Male,33,Married,BSc Degree,Agriculture and natural resource,6,profetional worker,No,Always,No,prepared by profetionals,using comittes,Yes,Yes,some level agree,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,10-Jun,No
Hadia Zone,Animal,Government,Male,34,Married,BSc Degree,Business and economics,1,profetional worker,Yes,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Hadia Zone,Animal,Government,Female,30,Married,BSc Degree,Business and economics,5,profetional worker,No,Never,Yes,Besed on the understanding of the worker,other,Yes,Yes,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Hadia Zone,Animal,Government,Male,43,Married,MSc Degree,Business and economics,7,profetional worker,No,Never,No,Besed on the understanding of the worker,other,Yes,Yes,Disagree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,Yes
Hadia Zone,Animal,Government,Male,34,Married,MSc Degree,Agriculture and natural resource,2,profetional worker,No,Sometimes,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Hadia Zone,Animal,Government,Male,56,Married,BSc Degree,Agriculture and natural resource,11,profetional worker,Yes,Usually,Yes,prepared by profetionals,other,Yes,Yes,Agree,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,More than or equal to 41,15-Nov,Yes
Hadia Zone,Animal,Government,Male,35,Married,MSc Degree,Agriculture and natural resource,3,profetional worker,No,Never,Yes,prepared by profetionals,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Animal,Government,Female,29,Married,BSc Degree,Business and economics,1,Possion holder,Yes,Sometimes,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Hadia Zone,Animal,Government,Female,30,Single,BSc Degree,Business and economics,1,profetional worker,Yes,Always,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,Yes,No,Yes,No,No,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Hadia Zone,Animal,Government,Female,35,Single,BSc Degree,Agriculture and natural resource,23,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,No,No,Disagree,No,No,No,No,No,Yes,No,Yes,Yes,31-40,More than or equal to 16,No
Hadia Zone,Animal,Government,Male,40,Married,BSc Degree,Agriculture and natural resource,16,profetional worker,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,No,some level agree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,31-40,More than or equal to 16,Yes
Hadia Zone,Animal,Government,Female,39,Married,BSc Degree,Agriculture and natural resource,10,profetional worker,No,Never,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,31-40,10-Jun,Yes
Hadia Zone,Animal,Government,Male,46,Married,MSc Degree,Business and economics,25,profetional worker,No,Sometimes,No,Besed on the understanding of the worker,other,Yes,No,some level agree,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,More than or equal to 16,Yes
Hadia Zone,Animal,Government,Male,40,Single,BSc Degree,Business and economics,1,profetional worker,No,Usually,Yes,when  asked by the hiegher body,in scientific way with profetionals,Yes,Yes,some level agree,No,No,No,No,No,No,No,Yes,Yes,31-40,less than or equal to 5,Yes
Hadia Zone,Animal,Government,Male,43,Married,BSc Degree,Business and economics,1,profetional worker,No,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,No,No,No,Yes,No,Yes,Yes,More than or equal to 41,less than or equal to 5,Yes
Hadia Zone,Animal,Government,Female,35,Single,BSc Degree,Agriculture and natural resource,23,profetional worker,No,Never,No,Besed on the understanding of the worker,using comittes,No,No,Disagree,No,No,No,No,No,Yes,No,Yes,Yes,31-40,More than or equal to 16,No
Gurage Zone,interprize,Government,Female,29,Married,BSc Degree,Business and economics,4,Possion holder,No,Never,No,prepared by profetionals,in scientific way with profetionals,Yes,Yes,Disagree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,interprize,Government,Male,26,Single,BSc Degree,Engineering technology,1,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,No,Yes,Disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,interprize,Government,Female,30,Married,BSc Degree,Business and economics,4,profetional worker,Yes,Always,Yes,when  asked by the hiegher body,in scientific way with profetionals,Yes,Yes,Agree,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
Gurage Zone,interprize,Government,Female,24,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,prepared by profetionals,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,interprize,Government,Female,23,Single,BSc Degree,Engineering technology,1,profetional worker,Yes,Sometimes,Yes,prepared by profetionals,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,No
Gurage Zone,interprize,Government,Female,40,Married,BSc Degree,Business and economics,2,profetional worker,Yes,Never,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,Yes,some level agree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,interprize,Government,Female,35,Single,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,using comittes,Yes,Yes,Disagree,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,interprize,Government,Male,32,Married,BSc Degree,Business and economics,5,profetional worker,Yes,Sometimes,Yes,other,on the interest of hiegher body,Yes,No,Disagree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,interprize,Government,Male,51,Married,BSc Degree,Business and economics,10,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,Disagree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Gurage Zone,interprize,Government,Male,32,Married,MSc Degree,Business and economics,4,profetional worker,Yes,Never,Yes,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,Disagree,No,No,Yes,Yes,No,No,No,Yes,No,31-40,less than or equal to 5,No
Gurage Zone,interprize,Government,Male,34,Married,BSc Degree,Agriculture and natural resource,11,profetional worker,Yes,Usually,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,No,some level agree,No,No,Yes,No,Yes,No,No,Yes,Yes,31-40,15-Nov,No
Gurage Zone,interprize,Government,Female,38,Married,BSc Degree,Business and economics,2,profetional worker,No,Never,No,Besed on the understanding of the worker,on the interest of hiegher body,No,No,Agree,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,Yes
Gurage Zone,interprize,Government,Male,48,Single,BSc Degree,Business and economics,10,profetional worker,Yes,Sometimes,No,Besed on the understanding of the worker,on the interest of hiegher body,Yes,Yes,some level agree,No,No,Yes,No,No,Yes,Yes,Yes,Yes,More than or equal to 41,10-Jun,No
Gurage Zone,interprize,Government,Female,38,Married,BSc Degree,Business and economics,3,profetional worker,Yes,Usually,Yes,Besed on the understanding of the worker,in scientific way with profetionals,Yes,No,some level agree,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,31-40,less than or equal to 5,No
Gurage Zone,interprize,Government,Male,30,Married,BSc Degree,Agriculture and natural resource,1,profetional worker,No,Always,No,when  asked by the hiegher body,using comittes,No,Yes,some level agree,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,20-30,less than or equal to 5,Yes
